Date,Close,High,Low,Open,Volume,Ticker,Daily_Return,MA_7,MA_14,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,MSFT,MSFT,MSFT,MSFT,MSFT,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,TSLA,TSLA,TSLA,TSLA,TSLA
2022-01-03,178.27032470703125,179.12245940789794,174.05868664745196,174.17621628400974,104487900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04,176.00779724121094,179.1812320747434,175.43971239750775,178.8776038701533,99310400.0,AAPL,-0.012691554074064415,,,,,,,,,,,,,,,,,,,,,,
2022-01-05,171.32601928710938,176.46815060812955,171.0517734789437,175.91965899179817,94537600.0,AAPL,-0.026599832663580236,,,,,,,,,,,,,,,,,,,,,,
2022-01-06,168.4659881591797,171.69818743268368,168.1133843303379,169.15160256379613,96904000.0,AAPL,-0.016693501313054027,,,,,,,,,,,,,,,,,,,,,,
2022-01-07,168.63250732421875,170.56203191509988,167.51593093187975,169.33771503993543,86709100.0,AAPL,0.0009884438209670776,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,168.65208435058594,168.95571251516662,164.71467747425172,165.6059836604726,106765600.0,AAPL,0.00011609283807634263,,,,,,,,,,,,,,,,,,,,,,
2022-01-11,171.48272705078125,171.58066343731596,167.3102603634751,168.77944066896987,76138300.0,AAPL,0.01678391767937537,171.83392116001673,,,,,,,,,,,,,,,,,,,,,
2022-01-12,171.9234619140625,173.53955411934612,171.22805833783443,172.50133585944042,74805200.0,AAPL,0.0025701414414218693,170.92722647530692,,,,,,,,,,,,,,,,,,,,,
2022-01-13,168.65208435058594,172.9910557649256,168.26029402106818,172.16831849084767,84505800.0,AAPL,-0.01902810429161661,169.87641034807478,,,,,,,,,,,,,,,,,,,,,
2022-01-14,169.5139923095703,170.20939579349408,167.57466398631828,167.81952731493655,80440800.0,AAPL,0.005110568080455291,169.6175493512835,,,,,,,,,,,,,,,,,,,,,
2022-01-18,166.3112030029297,168.99489595879072,165.9292167455851,167.9860600754121,90956700.0,AAPL,-0.018893952428373106,169.30972290039062,,,,,,,,,,,,,,,,,,,,,
2022-01-19,162.81454467773438,167.56489994287205,162.53050974989438,166.50708841129685,94815000.0,AAPL,-0.021024791247127972,168.47858537946428,,,,,,,,,,,,,,,,,,,,,
2022-01-20,161.12985229492188,166.19362391453956,160.806630921933,163.5491030708596,91420500.0,AAPL,-0.010347308873092875,167.4039808000837,,,,,,,,,,,,,,,,,,,,,
2022-01-21,159.0730438232422,162.91249968467412,158.965303342259,161.04173994454513,122848900.0,AAPL,-0.012764912537219009,165.63116891043526,168.732545035226,,,,,,,,,,,,,,,,,,,,
2022-01-24,158.2992706298828,158.96530678454897,151.52145417153005,156.73215398969816,162294600.0,AAPL,-0.0048642634525757344,163.68485586983817,167.30604117257255,,,,,,,,,,,,,,,,,,,,
2022-01-25,156.49705505371094,159.41582185177984,153.79376918824497,155.71348938472497,115798400.0,AAPL,-0.01138486342356948,161.94842311314173,165.91241673060827,,,,,,,,,,,,,,,,,,,,
2022-01-26,156.40892028808594,161.01234841002858,154.57734716045317,160.14063545703362,108275300.0,AAPL,-0.0005631720392103023,160.0762699672154,164.84690965924943,,,,,,,,,,,,,,,,,,,,
2022-01-27,155.94854736328125,160.47361658716693,155.02785891879338,159.11217717007352,121954600.0,AAPL,-0.002943393023599583,158.59589059012276,163.9528067452567,,,,,,,,,,,,,,,,,,,,
2022-01-28,166.830322265625,166.849915520985,159.45503834907882,162.3052517203285,179935700.0,AAPL,0.06977798181726391,159.16957310267858,163.82407924107142,,,,,,,,,,,,,,,,,,,,
2022-01-31,171.1888885498047,171.40436952425716,166.0271642085972,166.66381797685227,115541600.0,AAPL,0.026125743959422687,160.60657828194755,164.00527954101562,,,,,,,,,,,,,,,,,,,,
2022-02-01,171.0223846435547,171.2476547749565,168.76963849371157,170.43470653654342,86213900.0,AAPL,-0.0009726326729526669,162.3136269705636,163.97239794049943,,,,,,,,,,,,,,,,,,,,
2022-02-02,172.2270965576172,172.266283066221,169.7686736999572,171.15949584991125,84914300.0,AAPL,0.007044176799273272,164.3033163888114,163.99408612932478,,,,,,,,,,,,,,,,,,,,
2022-02-03,169.3474884033203,172.618874147118,168.58351594007854,170.89502658265624,89418100.0,AAPL,-0.016719832197447104,166.13909258161272,164.04375784737724,,,,,,,,,,,,,,,,,,,,
2022-02-04,169.06307983398438,170.74008547588204,167.38607419208668,168.36677539536157,82465400.0,AAPL,-0.0016794377762402446,167.94682965959822,164.01154981340682,,,,,,,,,,,,,,,,,,,,
2022-02-07,168.34718322753906,170.5929825465771,167.65087874308003,169.52402175607514,77251200.0,AAPL,-0.0042344940548125765,169.7180633544922,164.1569769723075,,,,,,,,,,,,,,,,,,,,
2022-02-08,171.45602416992188,171.96599307785382,168.12163049721661,168.4158439042664,74829200.0,AAPL,0.01846684264494569,170.3788779122489,164.77422550746374,,,,,,,,,,,,,,,,,,,,
2022-02-09,172.87803649902344,173.2408912177467,171.524663818335,172.65247937368048,71285000.0,AAPL,0.008293743751413896,170.62018476213728,165.6133815220424,,,,,,,,,,,,,,,,,,,,
2022-02-10,168.79833984375,172.09349753019532,168.23934776207386,170.77936109253946,90865900.0,AAPL,-0.023598698469116886,170.3024640764509,166.30804552350725,,,,,,,,,,,,,,,,,,,,
2022-02-11,165.38548278808594,169.7397993797007,164.79705596488338,169.0042733328554,98670700.0,AAPL,-0.020218546336552845,169.32509068080358,166.8142035348075,,,,,,,,,,,,,,,,,,,,
2022-02-14,165.620849609375,166.3073375649639,163.34561528306318,164.1399809862671,86185500.0,AAPL,0.001423140757708774,168.79271371023995,167.46590314592635,,,,,,,,,,,,,,,,,,,,
2022-02-15,169.45535278320312,169.61226856573026,166.96437833391397,167.67048439097334,62527400.0,AAPL,0.023152297448491455,168.84875270298548,168.39779118129186,,,,,,,,,,,,,,,,,,,,
2022-02-16,169.22003173828125,169.99477926994211,166.76827820676257,168.5335437423192,61177400.0,AAPL,-0.0013886905374003167,168.97344534737724,169.3457543509347,,,,,,,,,,,,,,,,,,,,
2022-02-17,165.620849609375,168.59237351767158,165.21875846241755,167.7293515367512,69589300.0,AAPL,-0.02126924390649454,168.13984898158483,169.25936344691686,,,,,,,,,,,,,,,,,,,,
2022-02-18,164.07131958007812,167.24878200376986,162.98274061084325,166.5426908818598,82772700.0,AAPL,-0.009355887455906209,166.88174656459265,168.75096566336495,,,,,,,,,,,,,,,,,,,,
2022-02-22,161.14883422851562,163.47309136847835,159.0206993785114,161.79608567118115,91162800.0,AAPL,-0.01781228650468758,165.78896004813058,168.04571206229073,,,,,,,,,,,,,,,,,,,,
2022-02-23,156.98086547851562,162.94351625967545,156.6670338772365,162.34528786351217,90009200.0,AAPL,-0.02586409495267994,164.58830043247767,166.95669555664062,,,,,,,,,,,,,,,,,,,,
2022-02-24,159.59933471679688,159.70721245821238,149.06659738297807,149.63540593186767,141147500.0,AAPL,0.01668018092714374,163.72808401925224,166.2603988647461,,,,,,,,,,,,,,,,,,,,
2022-02-25,161.66860961914062,161.9333881865455,157.76540780776472,160.6780917637284,91974200.0,AAPL,0.012965435639287648,162.61569213867188,165.7322224208287,,,,,,,,,,,,,,,,,,,,
2022-02-28,161.93341064453125,162.22762405787608,159.29532147992174,159.9131681515143,95056600.0,AAPL,0.0016379248019418036,161.57474626813615,165.2740958077567,,,,,,,,,,,,,,,,,,,,
2022-03-01,160.0504150390625,163.38480772664758,158.84415688728487,161.52146667538534,83474400.0,AAPL,-0.011628209385413424,160.77896990094865,164.45940944126673,,,,,,,,,,,,,,,,,,,,
