Date,Ticker,Lag_1,Lag_5,Rolling_Mean,Rolling_Std,RSI,Volatility,Daily_Return
,,,,,,,,
2022-01-03,AAPL,,,,,,,
2022-01-04,AAPL,178.27032470703125,,,,,,-0.0126915540740644
2022-01-05,AAPL,176.00779724121094,,,,,,-0.0265998326635802
2022-01-06,AAPL,171.32601928710938,,,,,,-0.016693501313054
2022-01-07,AAPL,168.4659881591797,,,,,,0.000988443820967
2022-01-10,AAPL,168.63250732421875,178.27032470703125,,,,,0.0001160928380763
2022-01-11,AAPL,168.65208435058594,176.00779724121094,,,,,0.0167839176793753
2022-01-12,AAPL,171.48272705078125,171.32601928710938,,,,,0.0025701414414218
2022-01-13,AAPL,171.9234619140625,168.4659881591797,,,,,-0.0190281042916166
2022-01-14,AAPL,168.65208435058594,168.63250732421875,171.2926986694336,3.391671131210044,,,0.0051105680804552
2022-01-18,AAPL,169.5139923095703,168.65208435058594,170.09678649902344,2.6947865782745346,,0.013803214257286733,-0.0188939524283731
2022-01-19,AAPL,166.3112030029297,171.48272705078125,168.77746124267577,2.7088677206362237,,0.01443331618645554,-0.0210247912471279
2022-01-20,AAPL,162.81454467773438,171.9234619140625,167.75784454345703,3.4582633941491,16.755274441421804,0.012897916733423479,-0.0103473088730928
2022-01-21,AAPL,161.12985229492188,168.65208435058594,166.81855010986328,4.3936548588638145,15.517225312359017,0.012593670426423318,-0.012764912537219
2022-01-24,AAPL,159.0730438232422,169.5139923095703,165.78522644042968,5.080987777913368,15.097550738063973,0.012385204688614143,-0.0048642634525757
2022-01-25,AAPL,158.2992706298828,166.3112030029297,164.5697235107422,5.731246819022423,15.34443188064219,0.012263378916987032,-0.0113848634235694
2022-01-26,AAPL,156.49705505371094,162.81454467773438,163.06234283447264,5.693191227416676,18.336758958825783,0.009344309477867102,-0.0005631720392103
2022-01-27,AAPL,156.40892028808594,161.12985229492188,161.46485137939453,5.1454262574769976,20.416619485276883,0.008719751129169635,-0.0029433930235995
2022-01-28,AAPL,155.94854736328125,159.0730438232422,161.28267517089844,4.888521483816162,47.17272904849267,0.026077100683830776,0.0697779818172639
2022-01-31,AAPL,166.830322265625,158.2992706298828,161.45016479492188,5.219373468243764,53.50286209360968,0.02741776689252375,0.0261257439594226
2022-02-01,AAPL,171.1888885498047,156.49705505371094,161.92128295898436,5.877971227244372,49.31387028648287,0.026521349139172166,-0.0009726326729526
2022-02-02,AAPL,171.0223846435547,156.40892028808594,162.86253814697267,6.728935658592069,50.442483386026346,0.025132949637847218,0.0070441767992732
2022-02-03,AAPL,172.2270965576172,155.94854736328125,163.6843017578125,6.990522163946525,51.02510972232469,0.025666112768020423,-0.0167198321974471
2022-02-04,AAPL,169.3474884033203,166.830322265625,164.6833053588867,6.972119660361753,49.323787194450254,0.025032012200208967,-0.0016794377762402
2022-02-07,AAPL,169.06307983398438,171.1888885498047,165.68809661865234,6.66721764293093,53.299364607112764,0.02500134778089597,-0.0042344940548125
2022-02-08,AAPL,168.34718322753906,171.0223846435547,167.18399353027343,6.022944899577545,64.18202580334963,0.02441109558985847,0.0184668426449456
2022-02-09,AAPL,171.45602416992188,172.2270965576172,168.83090515136718,4.895343938077573,69.44829937987042,0.024167687856619133,0.0082937437514138
2022-02-10,AAPL,172.87803649902344,169.3474884033203,170.11588439941406,1.9210452041805903,65.0889655619776,0.026222170344360335,-0.0235986984691168
2022-02-11,AAPL,168.79833984375,169.06307983398438,169.97140045166014,2.2257771887697193,60.16218283797647,0.016341185596283416,-0.0202185463365528
2022-02-14,AAPL,165.38548278808594,168.34718322753906,169.4145965576172,2.5588944323758853,63.6999047320974,0.013436013409205668,0.0014231407577087
2022-02-15,AAPL,165.620849609375,171.45602416992188,169.25789337158204,2.4967219864789025,67.60884080123932,0.015835837444860185,0.0231522974484914
2022-02-16,AAPL,169.45535278320312,172.87803649902344,168.95718688964843,2.2701837458782985,68.02208003182707,0.015593974719680924,-0.0013886905374003
2022-02-17,AAPL,169.22003173828125,168.79833984375,168.58452301025392,2.493851008348415,47.952647218055056,0.01613929042474525,-0.0212692439064945
2022-02-18,AAPL,165.620849609375,165.38548278808594,168.0853469848633,2.860106004094692,36.685401116074615,0.01629855821098993,-0.0093558874559062
2022-02-22,AAPL,164.07131958007812,165.620849609375,167.36551208496093,3.5976363438257977,33.256326298678616,0.016976065595193258,-0.0178122865046875
2022-02-23,AAPL,161.14883422851562,169.45535278320312,165.91799621582032,4.553905033303818,26.50643713046516,0.01615886563182097,-0.0258640949526799
2022-02-24,AAPL,156.98086547851562,169.22003173828125,164.59012603759766,4.222866190482034,34.85678472838188,0.017313150876242876,0.0166801809271437
2022-02-25,AAPL,159.59933471679688,165.620849609375,163.8771530151367,4.030939774652736,39.116625867451205,0.017472070331801908,0.0129654356392876
2022-02-28,AAPL,161.66860961914062,164.07131958007812,163.53194580078124,4.035229233372659,40.4330051115561,0.016585840694601273,0.0016379248019418
2022-03-01,AAPL,161.93341064453125,161.14883422851562,162.97490234375,4.098810638951118,32.34123177963099,0.016800139895874214,-0.0116282093854134
2022-03-02,AAPL,160.0504150390625,156.98086547851562,162.36392517089843,3.425565186730925,36.05045353068874,0.016365722870970073,0.020588300347867
2022-03-03,AAPL,163.3455810546875,159.59933471679688,161.74412231445314,2.476462199342199,40.50303856204166,0.016358123729372433,-0.0019809405235825
2022-03-04,AAPL,163.02200317382812,161.66860961914062,161.18414001464845,2.1081858379217953,41.05912601631185,0.016036710096970743,-0.0184084142267599
2022-03-07,AAPL,160.02102661132812,161.93341064453125,160.3995803833008,2.359255541662757,36.00230794517857,0.01723578135792096,-0.0237175290341368
2022-03-08,AAPL,156.22572326660156,160.0504150390625,159.72485809326173,2.9991948951772955,26.14240817641273,0.016823531088008683,-0.0116761305394226
2022-03-09,AAPL,154.401611328125,163.3455810546875,160.0072998046875,2.840887373107367,37.1794845155609,0.018964052869230065,0.0349975056488554
2022-03-10,AAPL,159.80528259277344,163.02200317382812,159.59344635009765,3.187253191986861,36.43982089987507,0.020209621913240494,-0.0271861001800917
2022-03-11,AAPL,155.46080017089844,160.02102661132812,158.6009780883789,3.9283296575713424,34.44695483832217,0.020448874919973655,-0.0239087484745951
2022-03-14,AAPL,151.74392700195312,156.22572326660156,157.17895965576173,5.012236501516579,33.50988639726124,0.021189957207191516,-0.0265625172830927
2022-03-15,AAPL,147.71322631835938,154.401611328125,156.38361206054688,5.135481496369456,44.03731935801047,0.024393212668515594,0.0296771851635457
